imdbid, kaggleid
tt0120257,1959
tt0120529,251481
tt0119535,8067
tt0119338,125052
tt0119080,45153
tt0119210,10871
tt0118900,14398
tt0083131,10890
tt0117221,99002
tt0118689,1281
tt0119327,32332
tt0119592,9770
tt0119832,12616
tt0120275,34838
tt0120490,14905
tt0119527,14583
tt0119978,11975
tt0118749,4995
tt0090329,9281
tt0119365,45928
tt0120201,563
tt0118901,61337
tt0107282,19931
tt0118836,31535
tt0120148,10215
tt0119707,9823
tt0120382,37165
tt0120520,45609
tt0119723,38904
tt0116592,45565
tt0119994,9407
tt0119395,4824
tt0118617,9444
tt0120483,9414
tt0118583,8078
tt0112318,29938
tt0118607,11831
tt0118632,2895
tt0123385,39177
tt0118698,19601
tt0109266,124606
tt0118764,42832
tt0118804,22797
tt0118954,2639
tt0119137,9574
tt0119142,10371
tt0119217,489
tt0116465,167738
tt0116490,293820
tt0119303,9714
tt0119352,102406
tt0116976,170430
tt0119668,8197
tt0119715,6283
tt0117167,279698
tt0119819,49728
tt0119845,64562
tt0120082,4233
tt0120222,191874
tt0120255,10217
tt0128755,438108
tt0120338,597
tt0120347,714
tt0117994,52537
tt0118230,12799
tt0119052,62394
tt0119925,9922
tt0119314,547
tt0120521,25994
tt0119396,184
tt0119485,9746
tt0119718,9438
tt0118715,115
tt0118566,26941
tt0119590,27103
tt0119223,9410
tt0118539,32302
tt0119655,216794
tt0119988,88863
tt0129758,154821
tt0120670,41417
tt0120820,12538
tt0120885,586
tt0118929,2666
tt0116845,46338
tt0120478,54007
tt0120696,11258
tt0120693,9490
tt0119099,9411
tt0120122,25719
tt0118643,9033
tt0112913,11220
tt0119815,21253
tt0120185,6116
tt0118956,9457
tt0128690,281289
tt0119521,43911
tt0119734,39424
tt0119711,44361
tt0120008,11702
tt0120594,2923
tt0119784,12238
tt0118747,11568
tt0114690,41577
tt0120707,66894
tt0120888,11003
tt0120184,10153
tt0118662,49645
tt0116379,47112
tt0119548,102732
tt0120782,30949
tt0119822,2898
tt0099939,9558
tt0145302,83593
tt0119656,320011
tt0119594,26269
tt0120873,11808
tt0120491,6970
tt0119574,47452
tt0112619,18205
tt0140282,36943
tt0120661,21736
tt0118744,17941
tt0120241,10668
tt0120744,9313
tt0120769,42807
tt0120890,617
tt0125454,36568
tt0120642,37272
tt0119250,5910
tt0119942,9440
tt0119780,53092
tt0120510,32911
tt0120793,44308
tt0119049,124821
tt0124179,32456
tt0119560,93350
tt0120219,62695
tt0120108,32144
tt0120772,17127
tt0120645,40688
tt0119305,17133
tt0119905,19848
tt0120598,17644
tt0124295,1774
tt0118851,30265
tt0120738,2157
tt0119272,70581
tt0120749,8838
tt0120176,29193
tt0120632,795
tt0120728,16980
tt0120773,27472
tt0120765,47881
tt0124718,9469
tt0119196,12488
tt0118229,98499
tt0120213,81367
tt0118819,267
tt0120906,16148
tt0119792,21252
tt0117443,73135
tt0118755,9449
tt0119947,6264
tt0130019,90414
tt0119508,188870
tt0118727,215373
tt0118577,78149
tt0120723,15513
tt0120725,31220
tt0138563,13907
tt0119987,29825
tt0117786,10622
tt0120265,30020
tt0119448,17139
tt0118785,34582
tt0120841,10216
tt0120742,9771
tt0120838,24560
tt0141986,76330
tt0120609,9448
tt0120856,38618
tt0120610,18316
tt0118925,78373
tt0119952,77514
tt0113184,49474
tt0119683,4415
tt0120211,39467
tt0118866,55561
tt0120647,8656
tt0145048,209345
tt0120531,58680
tt0125128,35161
tt0119506,35796
tt0120800,18937
tt0120685,929
tt0118798,9452
tt0120669,1878
tt0120777,9844
tt0131436,40505
tt0119053,14342
tt0119313,9715
tt0119375,26610
tt0119547,20064
tt0120401,40961
tt0120787,1965
tt0116692,312
tt0120828,6068
tt0127723,15037
tt0118894,50043
tt0139362,37636
tt0119494,17044
tt0125980,60951
tt0118849,21334
tt0150290,416437
tt0116141,32284
tt0126938,51955
tt0122529,37410
tt0143614,47481
tt0119717,53765
tt0120762,10674
tt0140508,136134
tt0120902,846
tt0126344,12655
tt0118998,3050
tt0120780,1389
tt0073540,11020
tt0120321,20862
tt0120443,108548
tt0118789,9464
tt0120591,95
tt0122151,944
tt0123987,35680
tt0122718,11551
tt0138704,473
tt0140688,102304
tt0129387,544
tt0052077,10513
tt0018578,28966
tt0019729,65203
tt0020629,143
tt0021746,42861
tt0022958,33680
tt0023876,56164
tt0026752,12311
tt0027698,43277
tt0029146,43278
tt0030993,34106
tt0033729,43266
tt0035093,27367
tt0036872,17661
tt0037884,28580
tt0036868,887
tt0039416,33667
tt0040416,23383
tt0041113,25430
tt0044672,27191
tt0045793,11426
tt0047296,654
tt0048356,15919
tt0055614,1725
tt0057590,5769
tt0060665,874
tt0061811,10633
tt0063385,17917
tt0064665,3116
tt0067116,1051
tt0075148,1366
tt0079417,12102
tt0081283,16619
tt0082158,9443
tt0086425,11050
tt0089755,606
tt0093389,746
tt0095953,380
tt0097239,403
tt0065063,11485
tt0067309,466
tt0087995,13820
tt0100142,15389
tt0091369,13597
tt0088847,2108
tt0089686,10014
tt0093629,10072
tt0095742,10131
tt0097981,10160
tt0101917,11284
tt0080761,4488
tt0082418,9725
tt0083972,9728
tt0087298,9730
tt0089173,9731
tt0091080,10225
tt0095179,10281
tt0097388,10283
tt0077651,948
tt0082495,11281
tt0085636,10676
tt0095271,11357
tt0097474,11361
tt0081383,36599
tt0093176,39929
tt0098136,41828
tt0105179,41769
tt0094862,10585
tt0099253,11186
tt0103956,11187
tt0084516,609
tt0091778,11133
tt0095889,10306
tt0070047,9552
tt0076009,11586
tt0099528,11587
tt0093409,941
tt0097733,942
tt0104714,943
tt0087363,927
tt0099700,928
tt0089218,9340
tt0120746,9342
tt0119910,38509
tt0117898,60033
tt0070723,12101
tt0017136,19
tt0096874,165
tt0099088,196
tt0069113,551
tt0076054,16084
tt0054594,17984
tt0078790,22328
tt0054649,32611
tt0034492,3170
tt0047478,346
tt0094947,859
tt0087182,841
tt0095497,11051
tt0099674,242
tt0102757,1411
tt0119558,9769
tt0134619,9424
tt0120741,9835
tt0120815,857
tt0137386,17539
tt0119007,44322
tt0066728,22777
tt0066811,20173
tt0088814,10957
tt0078869,9570
tt0062737,16249
tt0109287,13962
tt0075807,14612
tt0077305,19378
tt0097053,65157
tt0065566,29228
tt0082199,19379
tt0109520,11164
tt0052722,18887
tt0082263,40866
tt0106868,24736
tt0091059,10122
tt0061715,24816
tt0091149,9994
tt0061749,25445
tt0080861,12129
tt0076137,14140
tt0107120,10439
tt0104437,11158
tt0097523,9354
tt0077698,28736
tt0056095,34774
tt0057180,37969
tt0120768,9631
tt0120783,9820
tt0131857,14013
tt0119165,36606
tt0120687,96196
tt0124115,98505
tt0098213,1779
tt0089853,10849
tt0039689,678
tt0059113,907
tt0083922,5961
tt0090203,47908
tt0086423,42121
tt0106273,2887
tt0096734,11974
tt0089126,20348
tt0071910,26648
tt0082736,11911
tt0090756,793
tt0089385,35144
tt0061852,9325
tt0053994,43037
tt0048280,10340
tt0097757,10144
tt0104868,10414
tt0104940,10437
tt0104990,15300
tt0055254,12230
tt0089731,13380
tt0046183,10693
tt0081353,11335
tt0100477,11135
tt0076618,11319
tt0078158,14822
tt0107952,15969
tt0089908,13155
tt0102803,10249
tt0075200,15943
tt0053285,10882
tt0086336,24808
tt0057518,19762
tt0038969,13850
tt0088161,2619
tt0111271,65158
tt0019422,53565
tt0111359,41841
tt0084783,27332
tt0084827,97
tt0108265,10419
tt0120694,11675
tt0102250,2107
tt0079367,6471
tt0083798,9442
tt0085894,11591
tt0101969,13697
tt0099697,19158
tt0086066,227
tt0087469,87
tt0077869,123
tt0087803,9314
tt0085407,11336
tt0091499,9980
tt0107665,10657
tt0085382,10489
tt0087050,10823
tt0096787,11497
tt0101272,2907
tt0120631,9454
tt0120832,8688
tt0128214,118452
tt0120813,16155
tt0120056,48894
tt0080388,23954
tt0077711,12761
tt0061184,396
tt0092513,14367
tt0090305,11814
tt0061584,16081
tt0057372,18331
tt0070016,15171
tt0078480,11837
tt0084649,11704
tt0083791,11639
tt0090633,4978
tt0101329,10380
tt0089469,11976
tt0088128,15144
tt0091790,11522
tt0090060,11557
tt0090848,13853
tt0091223,11415
tt0093220,37530
tt0080801,8393
tt0097443,11937
tt0140796,21661
tt0118661,9320
tt0120703,33644
tt0120831,14662
tt0133413,125124
tt0129923,115872
tt0116516,39930
tt0099763,10692
tt0063522,805
tt0088323,34584
tt0100240,34636
tt0080391,2182
tt0094077,28070
tt0119517,77469
tt0124595,10278
tt0120611,36647
tt0120576,17915
tt0118301,14557
tt0120901,9417
tt0119778,41469
tt0120692,19381
tt0095709,34637
tt0094721,4011
tt0119033,161795
tt0040746,1580
tt0074512,5854
tt0068611,573
tt0065112,2370
tt0061107,5780
tt0058329,506
tt0051207,22527
tt0049470,574
tt0048750,11219
tt0045897,30159
tt0044079,845
tt0042994,1978
tt0120577,3682
tt0119346,51942
tt0123324,46702
tt0119453,54795
tt0139564,46748
tt0096446,847
tt0094226,117
tt0120654,14577
tt0120724,37498
tt0119125,38621
tt0139468,59138
tt0119892,28047
tt0042004,4175
tt0039694,31667
tt0037017,13321
tt0036342,21734
tt0035279,31997
tt0033922,24197
tt0034248,11462
tt0031505,31995
tt0030341,940
tt0029811,2762
tt0028212,12684
tt0028231,2761
tt0025452,8208
tt0024747,52907
tt0023285,15007
tt0023395,36049
tt0022395,52748
tt0020852,75793
tt0021015,47695
tt0021165,31930
tt0020142,20213
tt0019702,543
tt0018756,36054
tt2140519,143750
tt0017825,52782
tt0017843,36055
tt0018328,36056
tt0017075,2760
tt0016230,64398
tt0128442,10220
tt0123755,431
tt0118980,31641
tt0165857,223318
tt0120775,69848
tt0124879,22796
tt0119934,22256
tt0075040,37550
tt0073817,37916
tt0081207,21873
tt0085346,21500
tt0087359,84116
tt0092699,12626
tt0092537,37818
tt0096463,3525
tt0096166,129628
tt0095593,2321
tt0098258,2028
tt0100212,16384
tt0100134,91217
tt0101530,77314
tt0104412,10699
tt0105629,11597
tt0082172,218624
tt0084938,47947
tt0084472,48311
tt0087810,44772
tt0086973,14347
tt0092225,41090
tt0091680,18282
tt0090583,18169
tt0096073,11082
tt0098625,5971
tt0102558,11933
tt0101523,20096
tt0102469,30815
tt0104257,881
tt0107211,4478
tt0120788,22318
tt0120776,53113
tt0120812,2109
tt0113658,122289
tt0118736,24746
tt0120835,72987
tt0120162,193103
tt0122690,8195
tt0146336,9877
tt0118863,26618
tt0119802,21132
tt0126604,11855
tt0100594,24016
tt0109206,14785
tt0063850,14794
tt0080731,3486
tt0047573,11071
tt0084787,1091
tt0105151,10403
tt0081554,11337
tt0099487,162
tt0117276,25723
tt0144604,73351
tt0120587,8916
tt0120823,28134
tt0120770,9429
tt0120889,12159
tt0124102,27791
tt0052607,43106
tt0063462,30197
tt0082517,10156
tt0104952,10377
tt0073440,3121
tt0119577,4975
tt0139615,37532
tt0120701,9713
tt0122642,134368
tt0069966,85837
tt0141824,1039
tt0119670,9821
tt0086837,4437
tt0090830,1890
tt0080678,1955
tt0120603,39437
tt0144120,11932
tt0120791,6435
tt0119534,108316
tt0147612,10683
tt0119986,63709
tt0118636,9445
tt0120789,2657
tt0120157,9425
tt0150230,32326
tt0118799,637
tt0124819,8675
tt0143874,125762
tt0100740,20701
tt0120877,9945
tt0120586,73
tt0116481,18603
tt0120722,46889
tt0158493,12888
tt0120684,3033
tt0133952,9882
tt0120484,10663
tt0127536,4518
tt0120879,1808
tt0130018,3600
tt0155753,17037
tt0119643,297
tt0120643,5332
tt0116488,21589
tt0120767,8336
tt0089941,11893
tt0090934,123056
tt0073747,12223
tt0087932,32081
tt0091954,14924
tt0091538,10002
tt0099750,41817
tt0050783,19426
tt0085244,12560
tt0120660,9798
tt0134067,14444
tt0120623,9487
tt0120533,9466
tt0140888,666
tt0120070,2042
tt0166396,10162
tt0154420,309
tt0069089,692
tt0045826,24018
tt0047034,1678
tt0087344,39256
tt0056142,1680
tt0024216,244
tt0074751,10730
tt0091344,31947
tt0089017,8130
tt0089087,11532
tt0089155,9749
tt0097366,14628
tt0089893,9626
tt0091159,13698
tt0091541,10466
tt0090264,707
tt0089489,11954
tt0087928,9336
tt0089822,10157
tt0091777,12118
tt0093756,10587
tt0095882,11825
tt0098105,11895
tt0120595,9447
tt0119304,12257
tt0165494,37536
tt0124198,10029
tt0119248,27104
tt0155975,11252
tt0147004,8545
tt0120324,10223
tt0141109,9745
tt0120844,200
tt0120794,9837
tt0128445,11545
tt0138097,1934
tt0087688,110643
tt0039628,11881
tt0089961,13764
tt0098115,24951
tt0089767,8879
tt0089880,1369
tt0083944,1368
tt0095956,1370
tt0089370,10303
tt0088011,9326
tt0088933,10328
tt0094890,11285
tt0079817,1367
tt0084602,1371
tt0089927,1374
tt0100507,1375
tt0088930,15196
tt0090357,11904
tt0092173,215875
tt0090685,15596
tt0091188,13818
tt0091653,29968
tt0091024,44326
tt0087538,1885
tt0091326,8856
tt0097647,10495
tt0097958,5825
tt0128853,9489
tt0120706,16885
tt0120861,76857
tt0120863,8741
tt0133751,9276
tt0120751,9822
tt0041650,39314
tt0129290,10312
tt0120686,9441
tt0120633,9422
tt0142231,125582
tt0119336,24525
tt0120857,10368
tt0120514,11365
tt0144546,140897
tt0118564,31662
tt0127722,36136
tt0120699,1363
tt0150915,46992
tt0145734,825
tt0120391,22913
tt0132512,15556
tt0120710,28902
tt0139699,14709
tt0120458,9423
tt0093072,14443
tt0091225,10658
tt0093075,6917
tt0099636,40729
tt0090768,24086
tt0051622,11815
tt0091064,9426
tt0097368,10344
tt0091875,15698
tt0090660,2620
tt0072271,30497
tt0092076,16337
tt0099994,25018
tt0110978,16780
tt0091877,12151
tt0092112,25438
tt0090917,33278
tt0090710,274253
tt0091605,192
tt0091306,10945
tt0091738,10013
tt0090555,9671
tt0092493,9396
tt0092105,11038
tt0091991,12278
tt0090863,11873
tt0090567,18588
tt0091187,10015
tt0091055,12715
tt0092086,8388
tt0120683,45712
tt0119773,6187
tt0151691,8129
tt0149151,1618
tt0112922,10722
tt0120095,296543
tt0160862,10314
tt0138279,125548
tt0163984,47139
tt0054167,11167
tt0152548,170187
tt0120784,2112
tt0145893,16172
tt0138987,111794
tt0128133,9524
tt0174852,20595
tt0070544,16306
tt0124298,11622
tt0139462,10207
tt0120764,9849
tt0119207,82865
tt0155776,18892
tt0132477,13466
tt0151804,1542
tt0156901,43978
tt0137338,15256
tt0134273,8224
tt0123209,18417
tt0120618,12479
tt0181322,15031
tt0119054,15209
tt0123221,26425
tt0070334,1847
tt0084390,42113
tt0098084,8913
tt0105128,10906
tt0106557,25748
tt0109415,25749
tt0085333,8769
tt0084412,14742
tt0051744,15856
tt0065377,10671
tt0071110,27932
tt0075648,7227
tt0076636,10670
tt0072308,5919
tt0080354,33518
tt0079550,40160
tt0070909,2362
tt0074812,10803
tt0063442,871
tt0065462,1685
tt0069768,1705
tt0068408,1688
tt0067065,1687
tt0077189,166680
tt0071455,11123
tt0078740,29723
tt0078856,31638
tt0175550,113286
tt0122933,9535
tt0142192,9455
tt0139134,796
tt0120735,100
tt0127288,47501
tt0157208,77936
tt0159696,84586
tt0120646,30943
tt0125778,107946
tt0144814,7341
tt0131646,10350
tt0057129,11772
tt0094964,9540
tt0107626,31503
tt0054443,11773
tt0056931,30202
tt0118665,22345
tt0120859,53685
tt0157016,1567
tt0141098,1641
tt0160429,47288
tt0129332,10212
tt0139668,10354
tt0118682,11526
tt0118892,8583
tt0116192,123728
tt0049408,16520
tt0187819,16508
tt0131369,11374
tt0120757,16379
tt0122906,125123
tt0120613,28029
tt0133093,603
tt0147800,4951
tt0120274,65749
tt0129280,8970
tt0120449,9840
tt0116932,186705
tt0119665,30950
tt0127302,70687
tt0154506,11660
tt0139239,9430
tt0151738,11355
tt0105399,18764
tt0126250,9465
tt0166195,27455
tt0133363,1414
tt0119219,49981
tt0123964,6522
tt0143261,114719
tt0136244,10209
tt0123923,25512
tt0139394,143299
tt0110570,22826
tt0125659,1902
tt0188996,445590
tt0133189,6396
tt0120836,39964
tt0120797,12596
tt0126886,9451
tt0120907,1946
tt0119546,89522
tt0076164,42230
tt0128370,139445
tt0168950,74140
tt0137494,1844
tt0138510,6552
tt0162973,24584
tt0120697,213985
tt0115669,25471
tt0138874,4154
tt0155388,28519
tt0037913,3309
tt0087799,18462
tt0090837,28941
tt0089652,18252
tt0099422,8592
tt0120616,564
tt0118826,13852
tt0188052,140519
tt0120865,25232
tt0115005,33194
tt0140379,10210
tt0160298,53862
tt0165078,17962
tt0115693,9460
tt0138414,4927
tt0120659,122190
tt0120915,1893
tt0166252,31342
tt0149723,44297
tt0120680,95627
tt0059643,8785
tt0023245,15849
tt0053085,18990
tt0037098,29242
tt0037099,29243
tt0032818,31498
tt0035096,29239
tt0082766,15660
tt0078346,1924
tt0081573,8536
tt0086393,9531
tt0094074,11411
tt0021814,138
tt0037793,30793
tt0036931,3103
tt0021884,3035
tt0031951,3077
tt0034786,3074
tt0035899,3076
tt0050280,3079
tt0036376,32023
tt0034398,13666
tt0089308,29794
tt0048696,9077
tt0073629,36685
tt0042469,43391
tt0084156,30168
tt0044121,10785
tt0045920,19483
tt0046534,8974
tt0048215,29959
tt0049366,11549
tt0049169,18158
tt0049370,27625
tt0049516,41516
tt0084745,17918
tt0053183,37305
tt0052151,18784
tt0125439,509
tt0139809,1090
tt0156794,24858
tt0126859,15059
tt0138590,55912
tt0128278,12117
tt0186508,11779
tt0126261,41730
tt1736049,84198
tt0139216,100568
tt0141105,13533
tt0164085,62676
tt0145660,817
tt0143924,265966
tt0156820,91598
tt0120802,14283
tt0120855,37135
tt0144214,2275
tt0184510,68426
tt0122541,24137
tt0120731,10376
tt0130827,104
tt0120370,15800
tt0142342,9032
tt0139898,13821
tt0119038,9421
tt0119743,55955
tt0120554,67067
tt0099052,6488
tt0158983,9473
tt0120891,8487
tt0162677,10279
tt0149964,125263
tt0101318,2767
tt0167925,78568
tt0163651,2105
tt0137363,1073
tt0137439,10239
tt0158811,10208
tt0185937,2667
tt0120899,48958
tt0120663,345
tt0139414,9825
tt0161100,16158
tt0120878,133575
tt0087332,620
tt0097428,2978
tt0157503,10490
tt0171363,11618
tt0141369,332
tt0162710,1812
tt0149261,8914
tt0132347,9824
tt0163187,4806
tt0162830,33430
tt0049406,247
tt0048254,10056
tt0054331,967
tt0056193,802
tt0072684,3175
tt0053198,147
tt0055032,1628
tt0096378,21185
tt0091557,11120
tt0091129,10136
tt0090774,32060
tt0092585,48686
tt0090886,48259
tt0088939,873
tt0091343,48660
tt0091637,26789
tt0092068,3934
tt0091613,108312
tt0091699,198469
tt0091530,11416
tt0091419,10776
tt0054033,24452
tt0092534,9710
tt0091554,31924
tt0093818,30890
tt0093051,24081
tt0093690,20242
tt0092627,39074
tt0092850,66194
tt0093415,2115
tt0094293,23599
tt0083967,3526
tt0089816,41166
tt0144168,16406
tt0129111,197239
tt0129167,10386
tt0167404,745
tt0155267,913
tt0063688,912
tt0122515,12229
tt0168449,67323
tt0120709,91076
tt0120210,89861
tt0138946,19457
tt0131325,11353
tt0120620,17707
tt0165710,9781
tt0176422,102489
tt0168987,18212
tt0138487,13817
tt0119614,126996
tt0015693,38715
tt0113965,48781
tt0077663,12185
tt0057449,29056
tt0053363,26857
tt0055304,28501
tt0059821,29030
tt0058333,25319
tt0056552,29074
tt0091178,24103
tt0088889,10552
tt0066765,9267
tt0077394,10766
tt0082377,10768
tt0080339,813
tt0083530,2665
tt0118604,9406
tt0089670,11418
tt0085995,11153
tt0095188,14170
tt0094737,2280
tt0100419,11077
tt0102719,28597
tt0104740,22611
tt0119843,39780
tt0096244,10396
tt0107798,9944
tt0085334,850
tt0130121,10154
tt0133046,10342
tt0176269,10366
tt0105698,9349
tt0188863,15122
tt0156887,10494
tt0119692,126152
tt0160401,22314
tt0181833,51679
tt0052602,35813
tt0091278,11037
tt0095382,11955
tt0103617,2038
tt0113438,28737
tt0073802,11963
tt0058175,141489
tt0010418,53761
tt0104839,9096
tt0010726,91893
tt0181733,113273
tt0163185,103793
tt0120657,1911
tt0138304,2900
tt0160236,17709
tt0164108,37718
tt0169145,47144
tt0160216,104896
tt0144286,30964
tt0119586,52366
tt0120747,6373
tt0163579,2162
tt0125971,14578
tt0126810,40694
tt0125211,4338
tt0157183,49184
tt0145531,10307
tt0164181,11601
tt0133412,18621
tt0118843,1075
tt0151582,21719
tt0178988,40879
tt0097050,47951
tt0031762,43832
tt0045251,47697
tt0102741,49792
tt0107895,77064
tt0088146,26522
tt0076150,23761
tt0069994,24097
tt0086014,42114
tt0059297,28295
tt0063823,12105
tt0169547,14
tt0088178,24128
tt0181316,11001
tt0126916,10390
tt0080491,9453
tt0058182,704
tt0127296,35122
tt0173390,142132
tt0077280,24153
tt0089175,11797
tt0097390,18086
tt0111342,124475
tt0061385,17887
tt0068473,10669
tt0082348,11527
tt0125879,42848
tt0050814,40867
tt0108185,1049
tt0111419,28032
tt0073812,11326
tt0082511,28377
tt0099558,10975
tt0091431,10974
tt0150377,10398
tt0120716,2290
tt0140397,24071
tt0129884,62994
tt0160338,60994
tt0159421,16112
tt0168172,32305
tt0164114,14429
tt0134618,15198
tt0120188,6415
tt0162360,24066
tt0133122,21430
tt0134033,10381
tt2378428,171982
tt0068990,42486
tt0060095,60285
tt0087188,5622
tt0106664,10349
tt0031397,42518
tt0095652,29787
tt0079714,9638
tt0086154,10576
tt0091799,12662
tt0023369,61369
tt0056443,11712
tt0156934,12618
tt0167427,13824
tt0171804,226
tt0150574,288772
tt0168740,55107
tt0176415,69851
tt0165854,10388
tt0165874,17198
tt0143746,44857
tt0086200,9346
tt0100802,861
tt0082089,14412
tt0091042,9377
tt0086617,11541
tt0037674,2457
tt0068699,11901
tt0061747,4929
tt0076123,85325
tt0080179,11230
tt0065571,8416
tt0095270,11054
tt0037558,851
tt0087980,24453
tt0082979,18254
tt0176093,56235
tt0097223,20123
tt0077405,16642
tt0057058,2593
tt0090636,42020
tt0033804,3086
tt0034240,16305
tt0035169,32255
tt0091214,48797
tt0046126,19997
tt0038559,3767
tt0052225,17352
tt0085549,535
tt0104507,2731
tt0061578,1654
tt0087722,31043
tt0059260,14831
tt0058150,658
tt0057076,657
tt0055928,646
tt0080453,5689
tt0058461,391
tt0119256,8052
tt0104431,772
tt0079709,65448
tt0084485,65452
tt0094008,31650
tt0017423,73575
tt0133117,302579
tt0137523,550
tt0187712,97537
tt0160916,12220
tt0119114,1610
tt0160672,53151
tt0192194,42881
tt0203408,29064
tt0166896,404
tt0048977,42196
tt0081633,36819
tt0061138,42726
tt0083946,9343
tt0078754,16858
tt0093206,42006
tt0097123,11562
tt0200469,10496
tt0168501,16162
tt0163988,8649
tt0142201,31306
tt0144640,10563
tt0172627,14484
tt0148462,214735
tt0072742,94857
tt0099710,32043
tt0059319,15247
tt0067527,29251
tt0093870,5548
tt0100502,5549
tt0096438,856
tt0081150,38772
tt0082398,699
tt0097742,709
tt0070328,253
tt0091829,13511
tt0059800,660
tt0168589,46798
tt0185371,11377
tt0166943,26149
